# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 14 19:01:46 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,Mass,0.330000,0.020000,,,0,G2 IV,5700.00,2.15,1.25,0.398,3.85,2005.7600000,15.4655000
CoRoT-35 b,CoRoT-35,1,1,Transit,2022,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,Mass,0.290000,0.000000,,1747,1,F6 V,6390.00,1.65,1.01,0.362,4.01,1123.2100000,15.2625000
CoRoT-36 b,CoRoT-36,1,1,Transit,2022,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,Mass,0.250000,0.000000,,1567,0,F3 V,6730.00,1.52,1.32,0.813,4.16,925.9580000,12.9515000
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,Mass,0.525000,0.000000,203.95,1074,0,,6190.00,1.17,1.16,0.185,4.41,726.4120000,13.5613000
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,Mass,0.217000,0.090000,786.29,1438,0,F9 V,6100.00,1.19,1.00,0.180,4.19,882.4720000,13.9021000
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,Mass,2.320000,0.100000,,1017,0,F9 V,6090.00,1.03,1.05,0.026,4.43,645.2940000,13.7459000
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,0.85359163,0.017016,1.681,0.150,4.07661,0.01283,Mass,9.355000,0.000000,,1756,0,G9 V,5275.00,0.83,0.82,-0.289,4.50,159.9060000,11.5239000
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,3.69800000,0.046000,2.830,0.253,8.40000,0.02643,Mass,2.040000,0.000000,,,0,G9 V,5256.00,0.86,0.90,-0.289,4.52,159.9060000,11.5239000
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022,8.96600000,,4.310,0.384,17.14200,0.05393,Mass,1.180000,,,,0,G9 V,5250.00,0.84,0.92,-0.292,4.57,159.9060000,11.5239000
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,Mass,1.600000,0.000000,,870,0,K1 V,5080.00,0.77,0.88,-0.400,4.58,322.0370000,14.2195000
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,Mass,0.860000,0.133000,,420,0,G3 V,5625.00,0.96,0.96,-0.254,4.54,412.9800000,13.5008000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,Mass,1.100000,,132.26,938,0,G0 VI,5970.00,0.79,1.08,-0.155,4.67,576.6830000,13.5867000
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,4098.10000000,5.750000,12.400,1.100,3823.27330,12.02930,Msin(i)/sin(i),11.000000,0.000000,,,0,,3579.00,0.42,0.51,-1.574,4.80,30.5225000,11.9752000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,246.36000000,0.360000,11.900,1.060,9057.77000,28.50000,Mass,29.500000,0.345000,,,0,L1.5,,,0.07,,,20.7700000,18.5577000
DH Tau b,DH Tau,1,1,Imaging,2004,,330.000000,30.264,2.700,3496.00000,11.00000,Mass,0.693000,,,2200,0,M0.5,4371.00,0.27,0.33,-0.212,4.00,134.8460000,12.4961000
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,18.57000000,0.146200,5.290,0.472,24.27000,0.07636,Msini,0.901000,0.083000,,877,0,F8 V,6196.00,1.26,1.21,0.320,4.41,62.5388000,7.8503200
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,6.58400000,0.073300,3.060,0.273,9.60000,0.03020,Msini,1.840000,0.057000,,1239,0,F8 V,6196.00,1.26,1.21,0.320,4.41,62.5388000,7.8503200
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,2.88200000,0.042200,1.650,0.147,3.35000,0.01054,Msini,4.100000,0.070000,,1632,0,F8 V,6196.00,1.26,1.21,0.320,4.41,62.5388000,7.8503200
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,5.51600000,0.065100,1.860,0.166,4.13000,0.01299,Msini,3.530000,0.070000,,1314,0,F8 V,6196.00,1.26,1.21,0.320,4.41,62.5388000,7.8503200
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,5.20720000,0.066400,14.300,1.280,138.89171,0.43700,Msini,0.261000,0.078000,,1000,0,F5 V,6500.00,1.78,1.44,0.104,4.10,137.9400000,8.4582400
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,6.67320000,0.066200,1.410,0.126,2.58000,0.00812,Msini,5.060000,0.140000,,854,0,K0 V,5138.00,0.91,0.87,-0.293,4.30,45.2300000,8.8542980
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,10220.00000000,8.190000,12.700,1.140,1995.88832,6.28000,Mass,5.350000,0.390000,,,0,,13500.00,0.01,0.69,-2.400,,305.6840000,18.6333000
DS Tuc A b,DS Tuc A,2,1,Transit,2019,8.13826800,,5.700,0.509,413.17900,1.30000,Mass,,0.000000,115.83,850,0,G6 V,5428.00,0.96,1.01,-0.140,4.60,44.0622000,8.3192600
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,6.79870000,0.034900,1.047,0.093,1.15000,0.00360,M-R relationship,5.510000,0.000000,,,0,,3648.00,0.28,0.29,-1.900,5.00,134.0000000,16.4386000
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,28.16560000,,1.870,0.167,4.16000,0.01310,M-R relationship,3.500000,,,,0,,3587.00,0.37,0.41,-1.508,4.78,159.2590000,15.2612000
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,0.72091000,,1.500,0.134,2.86000,0.00899,M-R relationship,4.660000,,,,0,,5633.00,0.94,0.93,-0.049,4.40,706.3910000,14.1470000
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,2.13174000,,0.692,0.062,0.26000,0.00082,M-R relationship,4.310000,,,,0,,4991.00,0.55,0.78,-0.766,4.63,253.0260000,13.7368000
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,0.87721400,,1.300,0.116,2.24000,0.00705,M-R relationship,5.600000,,,1874,0,,5820.00,0.93,1.02,-0.026,4.60,232.1000000,11.6477000
EPIC 201615463 c,K2-166,1,2,Transit,2019,3.80464000,,1.220,0.109,1.98000,0.00624,M-R relationship,5.990000,,,,0,,5942.50,1.60,1.07,0.458,4.09,476.8820000,11.9456000
EPIC 201754305 d,K2-16,1,3,Transit,2019,2.71578000,,1.030,0.092,1.08000,0.00340,M-R relationship,5.430000,,,,0,K3 V,4761.00,0.54,0.67,-0.761,4.63,334.9670000,14.3234000
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,2.04780000,0.029600,0.908,0.081,0.68800,0.00217,M-R relationship,5.050000,0.000000,,,0,,4520.00,0.66,0.73,-0.364,4.66,577.6000000,
EPIC 201833600 c,K2-50,1,2,Transit,2019,3.96151000,,1.000,0.089,0.97200,0.00306,M-R relationship,5.340000,,,,0,,4292.67,0.63,0.61,-0.874,4.74,257.4430000,14.2575000
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,4.16980000,0.035000,1.040,0.093,1.12000,0.00352,M-R relationship,5.470000,,,,0,,5053.00,0.63,0.80,-0.635,4.59,436.4880000,14.5885000
EPIC 205950854 c,K2-168,1,2,Transit,2019,8.05072200,,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,,,961,0,,5502.70,0.83,0.88,-0.176,4.39,243.9350000,12.0976000
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,4.50756000,,1.700,0.152,3.53000,0.01110,M-R relationship,3.950000,,,,0,,5724.00,0.82,0.93,-0.170,4.59,369.8880000,12.9682000
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,0.91172400,,1.400,0.125,2.54000,0.00800,M-R relationship,5.090000,,,,0,,5724.00,1.10,0.93,-0.170,4.50,369.8880000,12.9682000
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,14.64753100,,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,,,,0,,5724.00,1.10,0.93,-0.170,4.50,369.8880000,12.9682000
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,2.87814000,,1.010,0.090,1.01000,0.00317,M-R relationship,5.390000,,,,0,,3489.00,0.37,0.22,-1.730,4.85,161.3650000,16.0689000
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,5.29860000,,1.700,0.152,3.53000,0.01110,M-R relationship,3.950000,,,,0,,4114.00,0.50,0.57,-0.980,4.80,451.7690000,15.9752000
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,0.35488400,,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,,,,0,,4114.00,0.50,0.57,-0.980,4.80,451.7690000,15.9752000
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,2.25543600,,1.000,0.089,0.97200,0.00306,M-R relationship,5.340000,,,,0,,3297.00,0.25,0.41,-2.088,4.90,109.8880000,16.1722000
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,1.58252000,,0.960,0.086,0.84000,0.00264,M-R relationship,5.220000,,,,0,,4864.00,0.67,0.71,-0.593,4.60,314.3500000,13.7740000
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,17.51547200,,2.094,0.187,5.03000,0.01580,M-R relationship,3.010000,,,,0,,4752.00,0.76,0.83,-0.593,4.60,314.3500000,13.7740000
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.17019630,0.119500,1.920,0.171,4.35000,0.01370,M-R relationship,3.380000,0.060000,3.50,431,0,M0,4057.00,0.58,0.62,-1.153,4.70,186.1970000,14.5263000
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.49221000,0.149300,5.760,0.514,27.00000,0.08495,Mass,0.650000,0.000000,31.91,817,0,G0,6069.00,1.39,1.17,0.373,4.22,181.6900000,10.0512000
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,2.28936300,,1.480,0.132,2.79000,0.00879,M-R relationship,4.730000,,,1149,0,,5171.00,0.80,0.83,-0.505,4.55,418.3950000,14.1864000
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,5.21396500,,2.270,0.203,5.77000,0.01820,M-R relationship,2.710000,,,866,0,,5171.00,0.80,0.83,-0.467,4.55,418.3950000,14.1864000
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,18.09830000,,2.170,0.194,5.35000,0.01680,M-R relationship,2.880000,,,,0,,5782.33,1.22,1.11,0.179,4.30,611.8040000,13.2026000
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,34.88500000,,1.600,0.143,3.19000,0.01000,M-R relationship,4.280000,,,,0,,4982.79,0.76,0.91,-0.497,4.61,283.2900000,13.3118000
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,15.28078000,,1.260,0.112,2.13000,0.00669,M-R relationship,5.850000,,,756,0,,6004.00,0.98,0.99,0.006,4.45,320.0700000,12.2038000
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,23.22855500,,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,,,658,0,,6004.00,0.98,0.99,0.038,4.45,320.0700000,12.2038000
EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,0.57865700,,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,,,,0,,5765.00,0.93,1.00,-0.124,4.40,561.9290000,13.8326000
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,11.81143700,,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,,,,0,,5765.00,0.93,1.00,-0.124,4.40,561.9290000,13.8326000
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.60300000,0.098000,2.586,0.231,7.20000,0.02270,M-R relationship,2.290000,0.200000,,536,0,K3,4684.00,0.67,0.69,-0.751,4.62,336.2500000,14.4776000
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,65.55000000,0.280000,2.690,0.240,7.70000,0.02420,M-R relationship,2.170000,0.200000,,316,0,K3,4684.00,0.67,0.69,-0.804,4.62,336.2500000,14.4776000
EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,0.76240600,,0.990,0.088,0.93700,0.00295,M-R relationship,5.310000,,,,0,,5620.00,0.89,0.95,-0.009,4.50,624.5120000,13.7756000
EPIC 220554210 c,K2-282,1,2,Transit,2019,0.70531000,,1.600,0.143,3.19000,0.01000,M-R relationship,4.280000,,,,0,,5499.00,1.00,0.94,-0.215,4.50,496.2890000,13.8183000
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.57129200,0.013260,1.725,0.154,8.21000,0.02583,Mass,8.770000,0.000000,4670.00,2300,0,G5 V,5532.00,0.99,0.95,-0.119,4.45,244.5900000,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.33970000,0.108300,2.836,0.253,8.90000,0.02800,Mass,2.120000,0.130000,70.00,805,0,G5 V,5532.00,0.99,0.95,-0.119,4.45,244.5900000,11.9535000
EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,0.72811300,,1.100,0.098,1.37000,0.00430,M-R relationship,5.660000,,,932,0,,3782.00,0.32,0.42,-1.612,5.00,150.1240000,15.4185000
EPIC 229004835 b,EPIC 229004835,1,1,Transit,2023,16.14113200,0.123700,2.332,0.208,10.40000,0.03272,Mass,4.490000,0.230000,69.70,804,0,,5868.00,1.00,0.97,0.030,4.47,121.9710000,10.0494000
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,Mass,3.100000,,642.00,1401,0,F5 V,6202.00,1.59,1.32,0.526,4.16,372.6320000,11.2549000
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,Mass,,0.000000,0.19,183,0,,4898.00,2.70,0.90,0.548,3.52,551.8860000,12.1722000
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,Mass,6.390000,0.060000,1037.00,1616,0,G8 IV/V,5430.00,1.71,1.05,0.356,3.99,321.2960000,11.4019000
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,Mass,1.620000,0.070000,160.00,990,0,G8 IV/V,5430.00,1.71,1.05,0.356,3.99,321.2960000,11.4019000
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,Mass,0.910000,0.150000,53.00,752,0,G8 IV/V,5430.00,1.71,1.05,0.356,3.99,321.2960000,11.4019000
FU Tau b,FU Tau,1,1,Imaging,2008,,800.000000,12.200,1.090,5085.28000,16.00000,Mass,15.400000,,,2375,0,M7.25,2838.00,,0.05,-0.699,,133.4950466,15.2412000
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,2.30538000,0.022790,1.390,0.124,2.50000,0.00787,Msini,5.120000,,20.50,587,0,M4.0 V,3326.00,0.30,0.30,-1.972,4.85,16.0090000,11.7617000
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,8.05180000,0.052500,1.760,0.157,3.75000,0.01180,Msini,3.780000,,3.87,387,0,M4.0 V,3326.00,0.30,0.30,-1.972,4.85,16.0090000,11.7617000
G 9-40 b,G 9-40,1,1,Transit,2019,5.74600700,0.038500,2.025,0.181,11.70000,0.03681,Mass,,0.000000,7.20,456,0,M2.5 V,3348.00,0.31,0.29,-1.971,4.93,27.9276000,12.7331000
GJ 1002 b,GJ 1002,1,2,Radial Velocity,2022,10.34650000,0.045700,1.030,0.092,1.08000,0.00340,Msini,5.430000,,0.67,231,0,M5.5 V,3024.00,0.14,0.12,-2.852,5.10,4.8486700,11.7804000
GJ 1002 c,GJ 1002,1,2,Radial Velocity,2022,21.20200000,0.073800,1.100,0.098,1.36000,0.00428,Msini,5.610000,,0.26,182,0,M5.5 V,3024.00,0.14,0.12,-2.852,5.10,4.8486700,11.7804000
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,3.20400000,0.021000,1.100,0.098,1.37000,0.00431,Msini,5.660000,0.310000,3.80,,0,M5.5 V,2953.00,0.16,0.12,-2.770,5.16,3.6727800,10.9889000
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,6.68900000,0.035000,1.180,0.105,1.74000,0.00547,Msini,5.820000,0.290000,1.40,,0,M5.5 V,2953.00,0.16,0.12,-2.770,5.16,3.6727800,10.9889000
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,13.03100000,0.054000,1.160,0.103,1.64000,0.00516,Msini,5.770000,0.530000,0.60,,0,M5.5 V,2953.00,0.16,0.12,-2.770,5.16,3.6727800,10.9889000
GJ 1132 b,GJ 1132,1,2,Transit,2015,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,Mass,6.300000,0.220000,20.96,529,0,M4.5 V,3270.00,0.21,0.18,-2.359,4.88,12.6130000,12.1380000
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,8.92900000,0.047600,1.430,0.128,2.64000,0.00831,Msini,4.960000,0.270000,,300,0,M4.5 V,3270.00,0.21,0.18,-2.359,5.02,12.6130000,12.1380000
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,Msini,0.315000,0.380000,,,0,M5,3287.00,0.36,0.34,-1.869,4.87,11.0143000,10.5769000
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,Msini,0.409000,0.342000,,,0,M5,3287.00,0.36,0.34,-1.869,4.87,11.0143000,10.5769000
GJ 1151 c,GJ 1151,1,1,Radial Velocity,2023,389.70000000,0.571400,3.250,0.290,10.62000,0.03341,Msini,1.700000,,,,0,M 4.5V,3280.00,0.18,0.16,-2.480,5.09,8.0362500,11.6938000
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040433,0.014900,2.742,0.245,8.17000,0.02571,Mass,2.200000,0.063000,21.00,596,0,M4 V,3250.00,0.21,0.18,-2.337,5.03,14.6427000,13.0089000
GJ 1252 b,GJ 1252,1,1,Transit,2020,0.51824160,0.009150,1.180,0.105,1.32000,0.00415,Mass,4.410000,0.000000,233.00,1089,0,M3,3458.00,0.39,0.38,-1.708,4.89,20.3730000,11.2364000
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,3.65110000,0.026000,2.630,0.234,7.40000,0.02328,Msini,2.240000,0.040000,,,0,M4.5 V,3236.00,0.19,0.18,-2.439,5.09,10.2525000,12.0807000
GJ 143 b,GJ 143,1,2,Transit,2019,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,Mass,7.000000,0.188000,3.37,422,0,K4.5,4640.00,0.70,0.73,-0.686,4.61,16.3200000,7.6790600
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.44070000,0.072000,1.550,0.139,3.03000,0.00953,Msini,4.470000,0.094000,,550,0,M1,3607.00,0.38,0.38,-1.655,4.87,3.5622800,7.2162000
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,7600.00000000,5.400000,6.670,0.595,36.00000,0.11327,Msini,0.667000,0.270000,,,0,M1,3607.00,0.38,0.38,-1.655,4.87,3.5622800,7.2162000
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,5.23540000,0.053000,3.170,0.283,10.20000,0.03209,Msini,1.760000,0.060000,,,0,M0 V,4347.00,0.66,0.69,-0.796,4.61,25.8557000,9.2015400
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182000,0.060700,3.250,0.290,10.60000,0.03335,Msini,1.700000,0.073000,,,0,M,3500.00,0.41,0.40,-1.708,4.82,15.1285000,10.6771000
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058000,0.125400,2.500,0.223,6.80000,0.02140,Msini,2.390000,0.099000,,,0,M,3500.00,0.41,0.40,-1.708,4.82,15.1285000,10.6771000
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116000,1.030400,5.920,0.528,29.40000,0.09250,Msini,0.779000,0.373000,,,0,M,3500.00,0.41,0.40,-1.708,4.82,15.1285000,10.6771000
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288.00000000,2.410000,13.900,1.240,260.61000,0.82000,Msini,0.533000,0.210000,,,0,M3.5 V,3370.00,0.38,0.36,-1.796,4.83,12.3560000,10.7055000
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,Msini,2.490000,0.070000,,,0,M2 V,3371.00,0.41,0.43,-1.886,4.81,11.9407000,9.9339500
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,Msini,2.510000,0.090000,,,0,M2 V,3371.00,0.41,0.43,-1.886,4.81,11.9407000,9.9339500
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,Msini,2.210000,0.140000,,,0,M3,3811.50,0.41,0.43,-1.609,4.81,11.9407000,9.9339500
GJ 2030 b,GJ 2030,1,2,Radial Velocity,2022,2.38128933,0.034411,1.980,0.177,4.59248,0.01445,Msini,3.250000,0.239302,,,0,,5485.00,2.24,0.96,0.612,3.72,37.0788000,6.0208800
GJ 2030 c,GJ 2030,1,2,Radial Velocity,2022,25533.11353048,16.763449,12.300,1.100,4067.84698,12.79888,Mass,12.000000,0.040554,,,0,,5485.00,2.24,0.96,0.612,3.72,37.0788000,6.0208800
GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,69.97100000,0.283000,4.170,0.372,16.20000,0.05097,Msini,1.230000,0.720000,,,0,M0V:,4069.95,0.71,0.62,-0.905,4.48,28.4434000,9.7228100
GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,121.93267601,0.384214,2.870,0.256,8.57613,0.02698,Msini,1.990000,0.365639,,,0,M1.5V,3912.54,0.46,0.51,-1.222,4.69,5.7562400,7.3072400
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,579.47494672,1.086215,3.960,0.353,14.85045,0.04672,Msini,1.310000,0.403522,,,0,M1/M2 V,3564.00,0.46,0.51,-1.553,4.69,5.7562400,7.3072400
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,14.23800000,0.081800,1.830,0.163,4.00000,0.01259,Msini,3.590000,0.100000,2.53,351,0,M3.0 V,3451.00,0.36,0.36,-1.772,4.96,5.5805700,8.8551800
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,15.81900000,0.101000,3.660,0.327,13.00000,0.04090,Msini,1.460000,0.080000,,,0,M0.5 V,3542.00,0.52,0.53,-1.585,4.72,23.6062000,10.5790000
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,18.64980000,0.091101,1.510,0.135,2.89000,0.00909,Msini,4.610000,0.100000,1.06,,0,M3.5,3382.00,0.29,0.29,-2.056,4.91,5.9215350,
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,4.72340000,0.036467,1.060,0.094,1.18000,0.00371,Msini,5.440000,0.170000,6.66,,0,M3.5,3382.00,0.29,0.29,-2.056,4.91,5.9215350,
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71000000,0.490000,13.100,1.170,1071.04000,3.37000,Msini,2.620000,0.511000,,350,0,G6 V,5540.00,0.90,0.90,-0.180,4.70,17.5559000,6.3972900
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,11.94900000,0.079000,2.790,0.249,8.20000,0.02580,Msini,2.070000,0.220000,,,0,M4,3910.00,0.47,0.47,-1.463,4.77,16.6186000,10.2011000
GJ 3090 b,GJ 3090,1,1,Transit,2022,2.85313600,0.031650,2.130,0.190,3.34000,0.01051,Mass,1.890000,0.320000,42.23,693,0,M2 V,3556.00,0.52,0.52,-1.342,4.73,22.4751000,10.5521000
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,1.22003000,0.019700,1.180,0.106,1.78000,0.00560,Msini,5.950000,0.190000,118.10,,0,M0,3717.00,0.50,0.68,-1.347,4.63,28.4712000,10.1924000
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,5.97400000,0.057000,1.880,0.167,4.18000,0.01315,Msini,3.460000,0.110000,13.90,,0,M0,3717.00,0.50,0.68,-1.347,4.63,28.4712000,10.1924000
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,257.80000000,0.698000,3.230,0.288,10.50000,0.03304,Msini,1.710000,0.320000,0.10,,0,M0,3717.00,0.50,0.68,-1.347,4.63,28.4712000,10.1924000
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,695.66000000,1.151000,13.300,1.180,794.50000,2.50000,Mass,1.860000,0.070000,,,0,M2.5 V,3492.73,0.43,0.42,-1.687,4.82,15.1968000,10.7539000
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,6739.32300000,5.230000,13.500,1.200,522.50000,1.64396,Msini,1.170000,0.170000,,,0,M2.5 V,3492.73,0.43,0.42,-1.687,4.82,15.1968000,10.7539000
GJ 3222 b,GJ 3222,1,1,Radial Velocity,2022,10.66668640,0.091179,3.450,0.308,11.73969,0.03694,Msini,1.570000,0.929006,,,0,K0V,5257.46,0.93,0.89,-0.252,4.43,18.2381700,
GJ 328 b,GJ 328,1,1,Radial Velocity,2013,4100.00000000,4.500000,13.300,1.190,731.00000,2.30000,Msini,1.710000,0.370000,,,0,M1,3900.00,0.65,0.69,-0.993,4.61,20.5266000,9.2861000
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,30.59870000,0.143390,5.190,0.463,23.54000,0.07406,Msini,0.925000,0.060000,1.07,,0,M2.5,3466.00,0.40,0.42,-1.658,4.78,20.1903000,10.9788000
